reviewer_id,split_name,sample_id,condition,original_label_still_valid,text_readable,text_too_obvious,text_completely_invisible,critical_damage_obscured,layout_plausible,image_usable,approve,notes
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,clean,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__927192810146619393__927192810146619393_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,clean,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__928447589287989250__928447589287989250_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,clean,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__928587264518529024__928587264518529024_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989752882806785__929989752882806785_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__929989819211681793__929989819211681793_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930001778115985408__930001778115985408_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930003223800360960__930003223800360960_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930028600992165888__930028600992165888_2,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930170726715404295__930170726715404295_0,misleading_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,clean,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,benign_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,benign_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,benign_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,direct_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,direct_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,direct_joint,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,misleading_image,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,misleading_text,,,,,,,,,
,pilot,iraq_iran_earthquake__930389337895776256__930389337895776256_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,clean,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__910523983149252608__910523983149252608_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,clean,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__910614931262681089__910614931262681089_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,clean,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__910655089211142145__910655089211142145_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,clean,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__910708399377080322__910708399377080322_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,clean,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__911784599163895810__911784599163895810_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,clean,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__911827596748447744__911827596748447744_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,clean,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__911974797113950208__911974797113950208_0,misleading_joint,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,clean,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,benign_image,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,benign_text,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,benign_joint,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,direct_image,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,direct_text,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,direct_joint,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,misleading_image,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,misleading_text,,,,,,,,,
,pilot,mexico_earthquake__914163198177300480__914163198177300480_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,clean,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__870052558928138240__870052558928138240_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,clean,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__870209884452552705__870209884452552705_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,clean,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__870347744912711680__870347744912711680_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,clean,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__870349300185706496__870349300185706496_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,clean,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__870917963821535233__870917963821535233_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,clean,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__872085722575929345__872085722575929345_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,clean,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,benign_image,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,benign_text,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,benign_joint,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,direct_image,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,direct_text,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,direct_joint,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,misleading_image,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,misleading_text,,,,,,,,,
,pilot,srilanka_floods__872502041255530496__872502041255530496_0,misleading_joint,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,clean,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,benign_image,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,benign_text,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,benign_joint,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,direct_image,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,direct_text,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,direct_joint,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,misleading_image,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,misleading_text,,,,,,,,,
,pilot,srilanka_floods__875116643453632512__875116643453632512_2,misleading_joint,,,,,,,,,
