sample_id,condition,reviewer_id,original_label_still_valid,text_readable,text_too_obvious,text_completely_invisible,critical_damage_obscured,news_layout_plausible,camouflage_plausible,image_usable,approve,notes
hurricane_harvey__901650362410688513__901650362410688513_3,misleading_joint,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,clean,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,benign_image,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,benign_text,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,benign_joint,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,direct_image,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,direct_text,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,direct_joint,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,misleading_image,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,misleading_text,,,,,,,,,,,
hurricane_harvey__904989032031158274__904989032031158274_0,misleading_joint,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,clean,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,benign_image,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,benign_text,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,benign_joint,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,direct_image,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,direct_text,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,direct_joint,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,misleading_image,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,misleading_text,,,,,,,,,,,
hurricane_maria__922496274129129473__922496274129129473_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,clean,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,benign_image,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,benign_text,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,benign_joint,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,direct_image,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,direct_text,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,direct_joint,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,misleading_image,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,misleading_text,,,,,,,,,,,
hurricane_irma__909424536705265664__909424536705265664_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,clean,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,benign_image,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,benign_text,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,benign_joint,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,direct_image,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,direct_text,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,direct_joint,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,misleading_image,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,misleading_text,,,,,,,,,,,
hurricane_harvey__907967554789847041__907967554789847041_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,clean,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,benign_image,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,benign_text,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,benign_joint,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,direct_image,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,direct_text,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,direct_joint,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,misleading_image,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,misleading_text,,,,,,,,,,,
hurricane_harvey__908767564997595139__908767564997595139_0,misleading_joint,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,clean,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,benign_image,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,benign_text,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,benign_joint,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,direct_image,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,direct_text,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,direct_joint,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,misleading_image,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,misleading_text,,,,,,,,,,,
hurricane_maria__922601042533007362__922601042533007362_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,clean,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,benign_image,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,benign_text,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,direct_image,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,direct_text,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901701705909231616__901701705909231616_0,misleading_joint,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,clean,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,benign_image,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,benign_text,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,benign_joint,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,direct_image,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,direct_text,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,direct_joint,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,misleading_image,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,misleading_text,,,,,,,,,,,
california_wildfires__917956700149227520__917956700149227520_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,clean,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,benign_image,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,benign_text,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,direct_image,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,direct_text,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901701789279547392__901701789279547392_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,clean,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,benign_image,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,benign_text,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,benign_joint,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,direct_image,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,direct_text,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,direct_joint,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,misleading_image,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,misleading_text,,,,,,,,,,,
mexico_earthquake__910525286009102336__910525286009102336_1,misleading_joint,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,clean,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,benign_image,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,benign_text,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,benign_joint,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,direct_image,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,direct_text,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,direct_joint,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,misleading_image,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,misleading_text,,,,,,,,,,,
hurricane_irma__910107780467617792__910107780467617792_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,clean,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,benign_image,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,benign_text,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,benign_joint,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,direct_image,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,direct_text,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,direct_joint,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,misleading_image,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,misleading_text,,,,,,,,,,,
hurricane_harvey__904842215620583425__904842215620583425_0,misleading_joint,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,clean,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,benign_image,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,benign_text,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,benign_joint,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,direct_image,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,direct_text,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,direct_joint,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,misleading_image,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,misleading_text,,,,,,,,,,,
iraq_iran_earthquake__930015299017105408__930015299017105408_1,misleading_joint,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,clean,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,benign_image,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,benign_text,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,benign_joint,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,direct_image,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,direct_text,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,direct_joint,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,misleading_image,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,misleading_text,,,,,,,,,,,
hurricane_irma__909742125662789632__909742125662789632_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,clean,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,benign_image,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,benign_text,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,benign_joint,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,direct_image,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,direct_text,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,direct_joint,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,misleading_image,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,misleading_text,,,,,,,,,,,
hurricane_irma__909871998062362626__909871998062362626_0,misleading_joint,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,clean,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,benign_image,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,benign_text,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,benign_joint,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,direct_image,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,direct_text,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,direct_joint,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,misleading_image,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,misleading_text,,,,,,,,,,,
california_wildfires__922184601069608961__922184601069608961_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,clean,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,benign_image,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,benign_text,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,benign_joint,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,direct_image,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,direct_text,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,direct_joint,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,misleading_image,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,misleading_text,,,,,,,,,,,
mexico_earthquake__914159056201424896__914159056201424896_0,misleading_joint,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,clean,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,benign_image,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,benign_text,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,benign_joint,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,direct_image,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,direct_text,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,direct_joint,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,misleading_image,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,misleading_text,,,,,,,,,,,
hurricane_maria__914098064599781376__914098064599781376_0,misleading_joint,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,clean,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,benign_image,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,benign_text,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,benign_joint,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,direct_image,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,direct_text,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,direct_joint,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,misleading_image,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,misleading_text,,,,,,,,,,,
srilanka_floods__870942570704019456__870942570704019456_2,misleading_joint,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,clean,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,benign_image,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,benign_text,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,benign_joint,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,direct_image,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,direct_text,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,direct_joint,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,misleading_image,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,misleading_text,,,,,,,,,,,
hurricane_irma__909986077020229633__909986077020229633_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,clean,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,benign_image,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,benign_text,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,benign_joint,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,direct_image,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,direct_text,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,direct_joint,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,misleading_image,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,misleading_text,,,,,,,,,,,
hurricane_harvey__906563342189375488__906563342189375488_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,clean,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,benign_image,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,benign_text,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,benign_joint,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,direct_image,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,direct_text,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,direct_joint,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,misleading_image,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,misleading_text,,,,,,,,,,,
hurricane_irma__909736545623658496__909736545623658496_0,misleading_joint,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,clean,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,benign_image,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,benign_text,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,benign_joint,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,direct_image,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,direct_text,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,direct_joint,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,misleading_image,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,misleading_text,,,,,,,,,,,
hurricane_irma__905740321966891008__905740321966891008_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,clean,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,benign_image,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,benign_text,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,benign_joint,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,direct_image,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,direct_text,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,direct_joint,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,misleading_image,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,misleading_text,,,,,,,,,,,
hurricane_irma__909382743141822466__909382743141822466_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,clean,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,benign_image,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,benign_text,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,benign_joint,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,direct_image,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,direct_text,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,direct_joint,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,misleading_image,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,misleading_text,,,,,,,,,,,
hurricane_irma__909945317973417984__909945317973417984_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,clean,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,benign_image,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,benign_text,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,benign_joint,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,direct_image,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,direct_text,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,direct_joint,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,misleading_image,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,misleading_text,,,,,,,,,,,
hurricane_harvey__904211400360427520__904211400360427520_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,clean,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,benign_image,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,benign_text,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,benign_joint,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,direct_image,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,direct_text,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,direct_joint,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,misleading_image,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,misleading_text,,,,,,,,,,,
hurricane_harvey__905306602416332800__905306602416332800_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,clean,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,benign_image,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,benign_text,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,direct_image,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,direct_text,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901779770236600321__901779770236600321_0,misleading_joint,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,clean,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,benign_image,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,benign_text,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,benign_joint,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,direct_image,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,direct_text,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,direct_joint,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,misleading_image,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,misleading_text,,,,,,,,,,,
california_wildfires__920202485926637568__920202485926637568_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,clean,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,benign_image,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,benign_text,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,direct_image,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,direct_text,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901650574785093632__901650574785093632_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,clean,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,benign_image,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,benign_text,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,benign_joint,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,direct_image,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,direct_text,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,direct_joint,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,misleading_image,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,misleading_text,,,,,,,,,,,
hurricane_irma__909442846654001152__909442846654001152_0,misleading_joint,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,clean,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,benign_image,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,benign_text,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,benign_joint,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,direct_image,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,direct_text,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,direct_joint,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,misleading_image,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,misleading_text,,,,,,,,,,,
california_wildfires__920859460725280770__920859460725280770_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,clean,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,benign_image,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,benign_text,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,direct_image,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,direct_text,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901776320232701953__901776320232701953_0,misleading_joint,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,clean,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,benign_image,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,benign_text,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,benign_joint,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,direct_image,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,direct_text,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,direct_joint,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,misleading_image,,,,,,,,,,,
srilanka_floods__870043559076007936__870043559076007936_0,misleading_text,,,,,,,,,,,
